protein_1,protein_1_idx,protein_2,protein_2_idx,confidence,size_p1,size_p2,attribute
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,"M8lcl_FP565814.1_prot_CBH24050.1_1129_[gene=accB]_[protein=Acetyl_CoA_carboxylase,_biotin_carboxyl_carrier_protein]_[protein_id=CBH24050.1]_[location=1297627..1298259]",1128,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,"M8lcl_FP565814.1_prot_CBH24052.1_1131_[gene=accC]_[protein=Acetyl_CoA_carboxylase,_biotin_carboxylase]_[protein_id=CBH24052.1]_[location=1298499..1299866]",1130,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,"M8lcl_FP565814.1_prot_CBH24223.1_1303_[gene=sucC]_[protein=Succinyl_CoA_synthetase,_beta_subunit]_[protein_id=CBH24223.1]_[location=1474358..1475536]",1302,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH24256.1_1335_[gene=accD]_[protein=Acetyl_coenzyme_A_carboxylase_carboxyl_transferase_subunit_beta]_[protein_id=CBH24256.1]_[location=1511904..1512749],1334,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH24320.1_1399_[gene=thlA]_[protein=Acetyl_CoA_acetyltransferase]_[protein_id=CBH24320.1]_[location=1586764..1587969],1398,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,"M8lcl_FP565814.1_prot_CBH24339.1_1418_[gene=SRM_01418]_[protein=Aldehyde_dehydrogenase,_mitochondrial_precursor]_[protein_id=CBH24339.1]_[location=1607566..1609155]",1417,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH24340.1_1419_[gene=SRM_01419]_[protein=aldehyde_dehydrogenase_(NAD)_family_protein]_[protein_id=CBH24340.1]_[location=1609056..1609946],1418,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH24363.1_1442_[gene=proA]_[protein=Gamma_glutamyl_phosphate_reductase]_[protein_id=CBH24363.1]_[location=1635321..1636631],1441,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH24488.1_1567_[gene=SRM_01567]_[protein=Zinc_containing_alcohol_dehydrogenase_superfamily]_[protein_id=CBH24488.1]_[location=1786624..1787688],1566,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH24570.1_1648_[gene=aldH]_[protein=Aldehyde_dehydrogenase]_[protein_id=CBH24570.1]_[location=complement(1876710..1878344)],1647,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH24572.1_1651_[gene=fadJ]_[protein=fatty_acid_oxidation_complex_alpha_subunit]_[protein_id=CBH24572.1]_[location=complement(1880599..1882758)],1650,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH24624.1_1703_[gene=SRM_01703]_[protein=conserved_hypothetical_protein]_[protein_id=CBH24624.1]_[location=1935853..1937067],1702,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH24666.1_1745_[gene=atoB]_[protein=Acetyl_CoA_acetyltransferase]_[protein_id=CBH24666.1]_[location=complement(1991365..1992555)],1744,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH24695.1_1774_[gene=mtrF]_[protein=efflux_pump_component_MtrF]_[protein_id=CBH24695.1]_[location=2023027..2024568],1773,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH24809.1_1888_[gene=acs]_[protein=Acetyl_coenzyme_A_synthetase]_[protein_id=CBH24809.1]_[location=complement(2153770..2155761)],1887,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH24915.1_1994_[gene=aldHT]_[protein=Aldehyde_dehydrogenase]_[protein_id=CBH24915.1]_[location=2280136..2281623],1993,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH24965.1_2044_[gene=pckA]_[protein=Phosphoenolpyruvate_carboxykinase_(ATP)]_[protein_id=CBH24965.1]_[location=2346862..2348499],2043,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH25106.1_2185_[gene=pdhC]_[protein=pyruvate_dehydrogenase]_[protein_id=CBH25106.1]_[location=complement(2514868..2516265)],2184,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,"M8lcl_FP565814.1_prot_CBH25107.1_2186_[gene=pdhB]_[protein=pyruvate_dehydrogenase_complex,_E1_component]_[protein_id=CBH25107.1]_[location=complement(2516361..2517344)]",2185,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH25108.1_2187_[gene=pdhA]_[protein=Pyruvate_dehydrogenase_E1_component_alpha_subunit]_[protein_id=CBH25108.1]_[location=complement(2517440..2518852)],2186,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH25195.1_2274_[gene=SRM_02274]_[protein=conserved_hypothetical_protein]_[protein_id=CBH25195.1]_[location=complement(2626963..2627394)],2273,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH25206.1_2285_[gene=yccX]_[protein=acylphosphatase]_[protein_id=CBH25206.1]_[location=complement(2642795..2643082)],2284,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH25291.1_2370_[gene=leuA]_[protein=2_isopropylmalate_synthase]_[protein_id=CBH25291.1]_[location=2735564..2737204],2369,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH25296.1_2375_[gene=leuA]_[protein=2_isopropylmalate_synthase]_[protein_id=CBH25296.1]_[location=2741793..2743484],2374,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,"M8lcl_FP565814.1_prot_CBH25360.1_2439_[gene=SRM_02439]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH25360.1]_[location=2821621..2822142]",2438,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,"M8lcl_FP565814.1_prot_CBH25405.1_2484_[gene=potE]_[protein=Na_K_Cl_cotransporter,_putative]_[protein_id=CBH25405.1]_[location=2879035..2881557]",2483,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,"M8lcl_FP565814.1_prot_CBH25490.1_2569_[gene=accA]_[protein=Acetyl_CoA_carboxylase,_alpha_subunit]_[protein_id=CBH25490.1]_[location=complement(2999474..3000481)]",2568,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH25514.1_2593_[gene=pckA]_[protein=Phosphoenolpyruvate_carboxykinase_[ATP]]_[protein_id=CBH25514.1]_[location=3027819..3029411],2592,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,M8lcl_FP565814.1_prot_CBH25644.1_2723_[gene=SRM_02723]_[protein=hypothetical_protein]_[protein_id=CBH25644.1]_[location=3194432..3194668],2722,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24958.1_2037_[gene=secF]_[protein=Protein_export_membrane_protein]_[protein_id=CBH24958.1]_[location=complement(2338797..2339708)],2036,M8lcl_FP565814.1_prot_CBH24959.1_2038_[gene=secD]_[protein=Protein_export_membrane_protein_secD]_[protein_id=CBH24959.1]_[location=complement(2339769..2341733)],2037,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24968.1_2047_[gene=folD]_[protein=FolD_bifunctional_protein]_[protein_id=CBH24968.1]_[location=2350930..2351823],2046,M8lcl_FP565814.1_prot_CBH24738.1_1817_[gene=gcvT]_[protein=Aminomethyltransferase]_[protein_id=CBH24738.1]_[location=2074719..2075843],1816,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24968.1_2047_[gene=folD]_[protein=FolD_bifunctional_protein]_[protein_id=CBH24968.1]_[location=2350930..2351823],2046,M8lcl_FP565814.1_prot_CBH24761.1_1840_[gene=purN]_[protein=phosphoribosylglycinamide_formyltransferase]_[protein_id=CBH24761.1]_[location=2101972..2102697],1839,0.513535761224868,1,2,INFO
M8lcl_FP565814.1_prot_CBH24968.1_2047_[gene=folD]_[protein=FolD_bifunctional_protein]_[protein_id=CBH24968.1]_[location=2350930..2351823],2046,M8lcl_FP565814.1_prot_CBH24762.1_1841_[gene=purH]_[protein=Bifunctional_purine_biosynthesis_protein_purH]_[protein_id=CBH24762.1]_[location=2102717..2104303],1840,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24968.1_2047_[gene=folD]_[protein=FolD_bifunctional_protein]_[protein_id=CBH24968.1]_[location=2350930..2351823],2046,"M8lcl_FP565814.1_prot_CBH25234.1_2313_[gene=metF]_[protein=5,10_methylenetetrahydrofolate_reductase]_[protein_id=CBH25234.1]_[location=complement(2668584..2669543)]",2312,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24968.1_2047_[gene=folD]_[protein=FolD_bifunctional_protein]_[protein_id=CBH24968.1]_[location=2350930..2351823],2046,M8lcl_FP565814.1_prot_CBH25313.1_2392_[gene=fmt]_[protein=methionyl_tRNA_formyltransferase]_[protein_id=CBH25313.1]_[location=complement(2764134..2765057)],2391,0.7284332590361964,1,2,INFO
M8lcl_FP565814.1_prot_CBH24972.1_2051_[gene=panB]_[protein=3_methyl_2_oxobutanoatehydroxymethyltransferase]_[protein_id=CBH24972.1]_[location=complement(2354249..2355082)],2050,M8lcl_FP565814.1_prot_CBH25295.1_2374_[gene=ilvD]_[protein=Dihydroxyacid_dehydratase/phosphogluconate_dehydratase]_[protein_id=CBH25295.1]_[location=2740023..2741777],2373,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24972.1_2051_[gene=panB]_[protein=3_methyl_2_oxobutanoatehydroxymethyltransferase]_[protein_id=CBH24972.1]_[location=complement(2354249..2355082)],2050,M8lcl_FP565814.1_prot_CBH25464.1_2543_[gene=ilvE]_[protein=branched_chain_amino_acid_aminotransferase]_[protein_id=CBH25464.1]_[location=complement(2965551..2967251)],2542,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24976.1_2055_[gene=uppS]_[protein=Undecaprenyl_pyrophosphate_synthetase]_[protein_id=CBH24976.1]_[location=complement(2359270..2360208)],2054,M8lcl_FP565814.1_prot_CBH24335.1_1414_[gene=ispB]_[protein=Octaprenyl_diphosphate_synthase]_[protein_id=CBH24335.1]_[location=complement(1601657..1602724)],1413,0.7029318625020616,1,2,INFO
M8lcl_FP565814.1_prot_CBH24976.1_2055_[gene=uppS]_[protein=Undecaprenyl_pyrophosphate_synthetase]_[protein_id=CBH24976.1]_[location=complement(2359270..2360208)],2054,M8lcl_FP565814.1_prot_CBH25003.1_2082_[gene=idsA]_[protein=polyprenyl_synthetase]_[protein_id=CBH25003.1]_[location=complement(2394199..2395230)],2081,0.5143654946337725,1,2,INFO
M8lcl_FP565814.1_prot_CBH24978.1_2057_[gene=dxr]_[protein=1_deoxy_D_xylulose_5_phosphate_reductoisomerase]_[protein_id=CBH24978.1]_[location=complement(2361778..2362998)],2056,M8lcl_FP565814.1_prot_CBH24774.1_1853_[gene=ispD]_[protein=2_C_methyl_D_erythritol_4_phosphate_cytidylyltransferase]_[protein_id=CBH24774.1]_[location=complement(2114354..2115142)],1852,0.6049300747813732,1,2,INFO
M8lcl_FP565814.1_prot_CBH24988.1_2067_[gene=murA]_[protein=UDP_N_acetylglucosamine_1_carboxyvinyltransferase]_[protein_id=CBH24988.1]_[location=2373077..2374504],2066,M8lcl_FP565814.1_prot_CBH25329.1_2408_[gene=murB]_[protein=UDP_N_acetylenolpyruvoylglucosamine_reductase]_[protein_id=CBH25329.1]_[location=2787437..2788594],2407,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25004.1_2083_[gene=adk]_[protein=Adenylate_kinase]_[protein_id=CBH25004.1]_[location=complement(2395249..2395887)],2082,M8lcl_FP565814.1_prot_CBH24148.1_1227_[gene=pyk]_[protein=Pyruvate_kinase]_[protein_id=CBH24148.1]_[location=1404402..1405832],1226,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25004.1_2083_[gene=adk]_[protein=Adenylate_kinase]_[protein_id=CBH25004.1]_[location=complement(2395249..2395887)],2082,M8lcl_FP565814.1_prot_CBH24906.1_1985_[gene=pnpA]_[protein=polyribonucleotide_nucleotidyltransferase]_[protein_id=CBH24906.1]_[location=complement(2267574..2269811)],1984,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25014.1_2093_[gene=SRM_02093]_[protein=CobW/P47K_family_protein]_[protein_id=CBH25014.1]_[location=complement(2405277..2406644)],2092,"M8lcl_FP565814.1_prot_CBH24223.1_1303_[gene=sucC]_[protein=Succinyl_CoA_synthetase,_beta_subunit]_[protein_id=CBH24223.1]_[location=1474358..1475536]",1302,0.509576521451917,1,2,INFO
M8lcl_FP565814.1_prot_CBH25014.1_2093_[gene=SRM_02093]_[protein=CobW/P47K_family_protein]_[protein_id=CBH25014.1]_[location=complement(2405277..2406644)],2092,M8lcl_FP565814.1_prot_CBH25514.1_2593_[gene=pckA]_[protein=Phosphoenolpyruvate_carboxykinase_[ATP]]_[protein_id=CBH25514.1]_[location=3027819..3029411],2592,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH25016.1_2095_[gene=SRM_02095]_[protein=Hypothetical_protein,_secreted]_[protein_id=CBH25016.1]_[location=complement(2409255..2409635)]",2094,M8lcl_FP565814.1_prot_CBH24915.1_1994_[gene=aldHT]_[protein=Aldehyde_dehydrogenase]_[protein_id=CBH24915.1]_[location=2280136..2281623],1993,0.7239776425861078,1,2,INFO
"M8lcl_FP565814.1_prot_CBH25024.1_2103_[gene=SRM_02103]_[protein=conserved_hypothetical_protein,_secreted]_[protein_id=CBH25024.1]_[location=complement(2415231..2415968)]",2102,M8lcl_FP565814.1_prot_CBH25383.1_2462_[gene=rho]_[protein=transcription_termination_factor_Rho]_[protein_id=CBH25383.1]_[location=2847219..2848625],2461,0.5421276104689065,1,2,INFO
M8lcl_FP565814.1_prot_CBH25034.1_2113_[gene=gatB]_[protein=Aspartyl/glutamyl_tRNA(Asn/Gln)_amidotransferase_subunit_B]_[protein_id=CBH25034.1]_[location=2424718..2426244],2112,M8lcl_FP565814.1_prot_CBH24393.1_1472_[gene=SRM_01472]_[protein=Glutamyl_tRNA(Gln)_amidotransferase_subunit_C]_[protein_id=CBH24393.1]_[location=1683086..1683373],1471,0.5646097136288595,1,2,INFO
M8lcl_FP565814.1_prot_CBH25034.1_2113_[gene=gatB]_[protein=Aspartyl/glutamyl_tRNA(Asn/Gln)_amidotransferase_subunit_B]_[protein_id=CBH25034.1]_[location=2424718..2426244],2112,M8lcl_FP565814.1_prot_CBH24963.1_2042_[gene=asnS]_[protein=Asparaginyl_tRNA_synthetase]_[protein_id=CBH24963.1]_[location=complement(2344087..2345649)],2041,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,M8lcl_FP565814.1_prot_CBH24148.1_1227_[gene=pyk]_[protein=Pyruvate_kinase]_[protein_id=CBH24148.1]_[location=1404402..1405832],1226,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,M8lcl_FP565814.1_prot_CBH24309.1_1388_[gene=GPD]_[protein=Glyceraldehyde_3_phosphate_dehydrogenase]_[protein_id=CBH24309.1]_[location=complement(1573175..1574179)],1387,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,M8lcl_FP565814.1_prot_CBH24464.1_1543_[gene=gpmB]_[protein=Probable_phosphoglycerate_mutase_gpmB]_[protein_id=CBH24464.1]_[location=1760789..1761475],1542,0.5911072329660593,1,2,INFO
M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,"M8lcl_FP565814.1_prot_CBH24588.1_1667_[gene=fbp]_[protein=Fructose_1,6_bisphosphatase]_[protein_id=CBH24588.1]_[location=1901581..1902651]",1666,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,"M8lcl_FP565814.1_prot_CBH24985.1_2064_[gene=fbp]_[protein=Fructose_1,6_bisphosphatase]_[protein_id=CBH24985.1]_[location=complement(2369868..2370953)]",2063,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,M8lcl_FP565814.1_prot_CBH25037.1_2116_[gene=tpiA]_[protein=Triosephosphate_isomerase]_[protein_id=CBH25037.1]_[location=2428410..2429192],2115,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,M8lcl_FP565814.1_prot_CBH25076.1_2155_[gene=tal]_[protein=Transaldolase]_[protein_id=CBH25076.1]_[location=2478946..2479656],2154,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,"M8lcl_FP565814.1_prot_CBH25107.1_2186_[gene=pdhB]_[protein=pyruvate_dehydrogenase_complex,_E1_component]_[protein_id=CBH25107.1]_[location=complement(2516361..2517344)]",2185,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,M8lcl_FP565814.1_prot_CBH25108.1_2187_[gene=pdhA]_[protein=Pyruvate_dehydrogenase_E1_component_alpha_subunit]_[protein_id=CBH25108.1]_[location=complement(2517440..2518852)],2186,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,M8lcl_FP565814.1_prot_CBH25253.1_2332_[gene=pfkA]_[protein=6_phosphofructokinase]_[protein_id=CBH25253.1]_[location=2689727..2690866],2331,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,M8lcl_FP565814.1_prot_CBH25496.1_2575_[gene=gpmI]_[protein=Phosphoglyceromutase]_[protein_id=CBH25496.1]_[location=complement(3007743..3009314)],2574,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25046.1_2125_[gene=nadB]_[protein=Quinolinate_synthetase_B]_[protein_id=CBH25046.1]_[location=complement(2440656..2442152)],2124,M8lcl_FP565814.1_prot_CBH24053.1_1132_[gene=aspB]_[protein=Aspartate_aminotransferase]_[protein_id=CBH24053.1]_[location=1300003..1301217],1131,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25046.1_2125_[gene=nadB]_[protein=Quinolinate_synthetase_B]_[protein_id=CBH25046.1]_[location=complement(2440656..2442152)],2124,M8lcl_FP565814.1_prot_CBH24277.1_1356_[gene=odhA]_[protein=2_oxoglutarate_dehydrogenase_E1_component]_[protein_id=CBH24277.1]_[location=complement(1538293..1542024)],1355,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25046.1_2125_[gene=nadB]_[protein=Quinolinate_synthetase_B]_[protein_id=CBH25046.1]_[location=complement(2440656..2442152)],2124,M8lcl_FP565814.1_prot_CBH24450.1_1529_[gene=pyrB]_[protein=Aspartate_carbamoyltransferase_catalytic_chain]_[protein_id=CBH24450.1]_[location=complement(1746054..1747022)],1528,0.6891303179461007,1,2,INFO
M8lcl_FP565814.1_prot_CBH25046.1_2125_[gene=nadB]_[protein=Quinolinate_synthetase_B]_[protein_id=CBH25046.1]_[location=complement(2440656..2442152)],2124,M8lcl_FP565814.1_prot_CBH24689.1_1768_[gene=mdh]_[protein=Malate_dehydrogenase]_[protein_id=CBH24689.1]_[location=2016845..2017789],1767,0.6091605859227783,1,2,INFO
M8lcl_FP565814.1_prot_CBH25046.1_2125_[gene=nadB]_[protein=Quinolinate_synthetase_B]_[protein_id=CBH25046.1]_[location=complement(2440656..2442152)],2124,M8lcl_FP565814.1_prot_CBH24957.1_2036_[gene=purA]_[protein=Adenylosuccinate_synthetase]_[protein_id=CBH24957.1]_[location=complement(2337424..2338743)],2035,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25046.1_2125_[gene=nadB]_[protein=Quinolinate_synthetase_B]_[protein_id=CBH25046.1]_[location=complement(2440656..2442152)],2124,M8lcl_FP565814.1_prot_CBH24965.1_2044_[gene=pckA]_[protein=Phosphoenolpyruvate_carboxykinase_(ATP)]_[protein_id=CBH24965.1]_[location=2346862..2348499],2043,0.7381416155760232,1,2,INFO
M8lcl_FP565814.1_prot_CBH25046.1_2125_[gene=nadB]_[protein=Quinolinate_synthetase_B]_[protein_id=CBH25046.1]_[location=complement(2440656..2442152)],2124,M8lcl_FP565814.1_prot_CBH25110.1_2189_[gene=icd]_[protein=Isocitrate_dehydrogenase]_[protein_id=CBH25110.1]_[location=2520105..2521340],2188,0.6410163056552894,1,2,INFO
M8lcl_FP565814.1_prot_CBH25046.1_2125_[gene=nadB]_[protein=Quinolinate_synthetase_B]_[protein_id=CBH25046.1]_[location=complement(2440656..2442152)],2124,M8lcl_FP565814.1_prot_CBH25362.1_2441_[gene=argG]_[protein=Argininosuccinate_synthase]_[protein_id=CBH25362.1]_[location=2823622..2824863],2440,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH25046.1_2125_[gene=nadB]_[protein=Quinolinate_synthetase_B]_[protein_id=CBH25046.1]_[location=complement(2440656..2442152)],2124,M8lcl_FP565814.1_prot_CBH25514.1_2593_[gene=pckA]_[protein=Phosphoenolpyruvate_carboxykinase_[ATP]]_[protein_id=CBH25514.1]_[location=3027819..3029411],2592,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH25054.1_2133_[gene=SRM_02133]_[protein=conserved_hypothetical_protein,_membrane,_containing_DUF1614]_[protein_id=CBH25054.1]_[location=complement(2459063..2459722)]",2132,M8lcl_FP565814.1_prot_CBH24277.1_1356_[gene=odhA]_[protein=2_oxoglutarate_dehydrogenase_E1_component]_[protein_id=CBH24277.1]_[location=complement(1538293..1542024)],1355,0.7445316227541731,1,2,INFO
